run_group,run_name,run_dir,run_order,run_mtime,target_name,strategy,gravity,task,trials,strict_success_count,shape_success_count,strict_success_rate,shape_success_rate,stable_fraction,mean_stable_count,mean_failure_count,mean_height_m,mean_rmse_xy_m,mean_drift_m,mean_velocity_inf_norm,candidate_pose_ranker_used_rate,pose_risk_ranker_used_rate,stone_fit_ranker_used_rate,base_support_prior_rate,base_continuity_prior_rate,low_release_search_requested_rate
batch_runs,20260624_linelock_c12stone_c16pose_4course_moon_seed206260404,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260624_linelock_c12stone_c16pose_4course_moon_seed206260404,20260624,1782302256.858725,single_face_wall_4course_v1,statics_wall_line_lock,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.7428571428571429,13.0,4.5,0.29850567842459297,0.13424574600913178,0.3441065136679943,0.5605864777788951,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c17_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c17_flywheel_3to4_closed_loop_eval,20260622,1782312038.8792841,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,2,2,2,1.0,1.0,1.0,12.5,0.0,0.31491550984721983,0.030032572315298413,0.006786974699381208,0.027262749287750278,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c17_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c17_flywheel_3to4_closed_loop_eval,20260622,1782312038.8792841,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.8214285714285714,11.5,2.5,0.2991004410455902,0.10908661165430353,0.24948795166369309,0.061158828393751044,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c18_strict_4course,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c18_strict_4course,20260622,1782317848.130447,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.75,10.5,3.5,0.23342240372130893,0.15579990234191354,0.4785328529457547,0.020394722564506022,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_collect_exploit_00_seed206258762,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_collect_exploit_00_seed206258762,20260622,1782321475.7967432,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,1,0,0,0.0,0.0,0.8666666666666667,13.0,2.0,0.24046394428925566,1.595859569640157,0.000406682574219254,0.017521747771157434,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_collect_exploit_00_seed206258762,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_collect_exploit_00_seed206258762,20260622,1782321475.7967432,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.5833333333333334,14.0,10.0,0.18377486782679175,0.15664033707195626,0.3013478755776969,0.03458794755966016,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_closed_loop_eval,20260622,1782330718.1219864,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,2,1,1,0.5,0.5,0.96,12.0,0.5,0.24389958642108545,0.07569443293193856,0.21848730295123606,0.028645143604889133,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c18_flywheel_3to4_closed_loop_eval,20260622,1782330718.1219864,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.7647058823529411,13.0,4.0,0.27629354099313524,0.10667101516731534,0.25327741192998965,0.04969903725752385,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c19_strict_4course,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c19_strict_4course,20260622,1782336309.161422,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.8148148148148148,11.0,2.5,0.17993891061345776,0.10702692640420075,0.2989899079079683,0.046008556222950546,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_collect_exploit_00_seed206259771,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_collect_exploit_00_seed206259771,20260622,1782340206.1060922,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,1,0,0,0.0,0.0,0.7333333333333333,11.0,4.0,0.19427542503065276,0.4980098773992518,0.0017201613476702413,0.02237610924985189,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_collect_exploit_00_seed206259771,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_collect_exploit_00_seed206259771,20260622,1782340206.1060922,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.7916666666666666,19.0,5.0,0.26345307384384076,0.19472052571584927,0.18624401857540543,0.032560835439803114,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_closed_loop_eval,20260622,1782350732.3848846,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,2,1,1,0.5,0.5,0.9583333333333334,11.5,0.5,0.3201474693189696,0.051347481555312983,0.13052611480699444,0.10725319132233627,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c19_flywheel_3to4_closed_loop_eval,20260622,1782350732.3848846,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.7307692307692307,9.5,3.5,0.1965236824838808,0.13121305768846853,0.3574328255544013,0.014195462704065537,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c20_strict_4course,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c20_strict_4course,20260622,1782358251.7677498,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.6904761904761905,14.5,6.5,0.3542178814435133,0.1690781269999089,0.5088049884702477,0.08517680077047833,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260625_c17_c19_multitensor_driftguard_linelock_4course_moon_seed206271201,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_c17_c19_multitensor_driftguard_linelock_4course_moon_seed206271201,20260625,1782360319.8121934,single_face_wall_4course_v1,statics_wall_line_lock,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.4375,7.0,9.0,0.14565843738941206,0.20330495212566593,0.45338110675259397,0.049613846103611026,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_collect_exploit_00_seed206260780,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_collect_exploit_00_seed206260780,20260622,1782362640.9717433,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,1,0,0,0.0,0.0,0.8,12.0,3.0,0.18621522704217117,0.1121573596421717,0.000721593770196458,0.016468894793961027,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_collect_exploit_00_seed206260780,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_collect_exploit_00_seed206260780,20260622,1782362640.9717433,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.4166666666666667,10.0,14.0,0.21922514317569922,2.063015009538716,0.0005044655324676998,0.034237675803511045,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260625_merged_driftguard_c17stone_linelock_4course_moon_seed206270101,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_merged_driftguard_c17stone_linelock_4course_moon_seed206270101,20260625,1782376035.37645,single_face_wall_4course_v1,statics_wall_line_lock,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.7575757575757576,12.5,4.0,0.2401740617311216,0.09003939518786878,0.16475186512087814,0.021389619987367894,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260625_merged_driftguard_c17stone_statics_4course_moon_seed206270102,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_merged_driftguard_c17stone_statics_4course_moon_seed206270102,20260625,1782378572.62569,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.5151515151515151,8.5,8.0,0.1851511352851002,0.20751349208758754,0.38819016933359696,0.016263880232498997,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_collect_exploit_00_seed206261789,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_collect_exploit_00_seed206261789,20260622,1782385255.1336465,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,1,0,0,0.0,0.0,0.7333333333333333,11.0,4.0,0.1358776675140449,0.14826543600243658,0.271447400567174,2.194298269925579,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_collect_exploit_00_seed206261789,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_collect_exploit_00_seed206261789,20260622,1782385255.1336465,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.5833333333333334,14.0,10.0,0.26783811986010303,0.38625334141667916,0.028144614613980476,0.022822992600009025,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c21_strict_4course,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c21_strict_4course,20260622,1782394030.4839015,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.8421052631578947,16.0,3.0,0.35436433984555754,0.10236642825611074,0.22814372195440716,0.6305405959570801,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_closed_loop_eval,20260622,1782394078.542359,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,2,2,2,1.0,1.0,1.0,13.5,0.0,0.2883973366538293,0.02523912461406754,0.0019102276657883563,0.03141790260106442,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c20_flywheel_3to4_closed_loop_eval,20260622,1782394078.542359,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.8888888888888888,12.0,1.5,0.29909382978476806,0.09832959669245986,0.28298290021828365,0.1841264139590887,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_closed_loop_eval,20260622,1782396214.8297565,single_face_wall_3course_v1,statics_wall,moon,single_face_wall_3course_v1|moon,2,1,1,0.5,0.5,1.0,11.5,0.0,0.34152150136345194,0.024675993670622162,0.01185409505299376,0.03166190424542271,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_closed_loop_eval,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260622_autonomous_wall_flywheel_master_v2_c21_flywheel_3to4_closed_loop_eval,20260622,1782396214.8297565,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,2,0,0,0.0,0.0,0.6896551724137931,10.0,4.5,0.2215582601402455,0.14412648078001505,0.31215248617065483,0.027090869222749316,1.0,1.0,1.0,0.0,0.0,0.0
batch_runs,20260625_low_release_smoke_2course_moon,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_low_release_smoke_2course_moon,20260625,1782396886.888296,single_face_wall_2course_v1,statics_wall,moon,single_face_wall_2course_v1|moon,1,0,0,0.0,0.0,1.0,6.0,0.0,0.15939330413377914,0.07596282328301639,0.06412529641994547,1.0021536372872004,0.0,0.0,0.0,0.0,0.0,1.0
batch_runs,20260625_low_release_debug_4course_moon,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_low_release_debug_4course_moon,20260625,1782397087.4609869,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,1.0,8.0,0.0,0.22668713453980327,0.012656759722166887,0.02802459754511766,0.49038231779948854,1.0,1.0,1.0,0.0,0.0,1.0
batch_runs,20260625_low_release_fastprobe_4course_moon_c21models,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260625_low_release_fastprobe_4course_moon_c21models,20260625,1782398576.3010373,single_face_wall_4course_v1,statics_wall,moon,single_face_wall_4course_v1|moon,1,0,0,0.0,0.0,0.8571428571428571,12.0,2.0,0.36631931636792003,0.07858831044637629,0.23731439827376694,0.0547000276410074,1.0,1.0,1.0,0.0,0.0,1.0
