settled_x,settled_y,settled_z,target_error_xy_m,target_x_error_m,target_y_error_m,radial_distance_m,support_overlap,support_contact_count,support_balance_error_m,bearing_pressure_proxy,placed_disturbance_xy_m,velocity_inf_norm_after_place,height_gain_m,candidate_id,candidate_score,placed_x,placed_y,placed_z,quat_w,quat_x,quat_y,quat_z,assignment_fallback_attempt,assignment_candidate_count,assignment_candidate_rock_index,assignment_selected_primary,gravity,trial,strategy,target_name,rock_index,slot_id,course,role,target_x,target_y,cluster_label,source_kind,assignment_tried_count,best_rejected_rock_index,best_rejected_score,placement_skipped,skip_reason
-0.3456420764263158,-0.010075118559970965,0.059897280281817775,0.013090565322438045,0.0083579235736842,0.010075118559970965,0.34578888503000293,1.0,1.0,0.0,4.182749362506954,0.0,22.526668388011878,0.1242457626597482,5,66.89258402580862,-0.358712521058443,0.0001621811849556416,0.11634848237793041,0.3845088837259144,-0.004009664115597082,0.01339808318130807,0.9230153478120492,0,6,379,1,earth,0,wall_bonded,single_face_wall_4course_v1,379,0,0,base,-0.354,0.0,compact_block_clast,equant_clast,,,,,
-0.20164558090448698,0.005713711533458327,0.06175246136360195,0.03482632066236288,0.03435441909551301,0.005713711533458327,0.20172651486057944,1.0,1.0,0.0,3.806221266191156,0.03199245181872989,36.56567316756476,0.12430461515459593,5,109.1965258603906,-0.22645167146407189,0.0006205340695052123,0.11455215379099398,0.2976071284958416,0.018986958103199936,0.012152260827861213,0.954422241488126,0,6,36,1,earth,0,wall_bonded,single_face_wall_4course_v1,36,1,0,base,-0.236,0.0,elongated_clast,bearing_block_clast,,,,,
0.2332085007882548,0.02045273895003322,0.07268364837846308,0.3518035326094549,0.35120850078825483,0.02045273895003322,0.23410365091229066,1.0,1.0,0.0,3.0891189903022087,0.0013505467694109527,7.249486450923948,0.12888467071439103,3,23.973969733213156,-0.10746660383761732,-0.0038340655356564955,0.10820102233592796,-0.8686131153477391,0.004757235702344525,-0.0011501985391846878,0.49546675125349043,3,6,193,0,earth,0,wall_bonded,single_face_wall_4course_v1,-1,2,0,base,-0.118,0.0,skipped,skipped,6,193,23.973969733213156,1,assignment_gate_no_feasible_fallback
0.006113072257586256,0.006894113684633577,0.052067853407683606,0.009214035810822675,0.006113072257586256,0.006894113684633577,0.009214035810822675,1.0,1.0,0.0,2.7285420695727507,0.00014680783273390778,7.249486450923948,0.10589297474089053,2,21.02770006074492,-0.00531017125326991,-5.9539557659789854e-05,0.10582512133320693,0.994526541721543,0.014593785025280985,0.014936676143586958,0.10237614446640166,0,6,0,1,earth,0,wall_bonded,single_face_wall_4course_v1,0,3,0,base,0.0,0.0,wedge_or_broad_clast,bearing_block_clast,,,,,
0.129062532992877,-0.04680783259261498,0.072996172367353,0.048097326622555246,0.011062532992877017,0.04680783259261498,0.13728842126907764,1.0,1.0,0.0,3.904102622828644,0.0004040040267349084,0.16105567446508293,0.1446818888304116,1,0.09680403234922386,0.11928567089029471,0.001336866626938403,0.12368571646305862,-0.9963429658480425,0.002192465654553115,-0.01191313604544089,0.08458111307521915,0,6,290,1,earth,0,wall_bonded,single_face_wall_4course_v1,290,4,0,base,0.118,0.0,compact_block_clast,subangular_block,,,,,
0.40270197343817904,0.03641552050400573,0.06076027717936998,0.17063305096540066,0.16670197343817905,0.03641552050400573,0.4043451119335827,1.0,1.0,0.0,3.5384248296145677,0.0012170730876157067,0.28556539334972353,0.12624329818875213,3,1.5241404183516163,0.23381331709183226,0.0038043074015847262,0.11748302100938213,-0.8049603567281512,-0.005348796174925886,0.012812509527480863,0.5931661268777699,0,6,264,1,earth,0,wall_bonded,single_face_wall_4course_v1,264,5,0,base,0.236,0.0,compact_block_clast_5,bearing_block_clast,,,,,
-0.3421447243879152,-0.2720836726112096,0.05487394730004441,0.7474269209726997,0.6961447243879152,0.2720836726112096,0.43714132420544083,1.0,1.0,0.0,3.9333164832591465,0.032373964716213115,0.12453617223431847,0.11627922362658256,2,6.0014800370681725,0.3623963900324958,-0.003364963989935437,0.11340527632653816,0.9615987219333081,0.0035749206904572553,-0.010969267559310963,0.2742166900235976,1,6,362,0,earth,0,wall_bonded,single_face_wall_4course_v1,-1,6,0,base,0.354,0.0,skipped,skipped,6,362,6.0014800370681725,1,assignment_gate_no_feasible_fallback
-0.28678148635033224,0.005821235545488109,0.16227495692748345,0.008220457611348167,0.008218513649667747,0.00017876445451189132,0.28684056145632864,0.4247107923013652,2.0,0.02860762184489868,4.100115113736537,0.0002691942132679095,0.12453617223455202,0.1021212536891569,2,-0.7048857662825723,-0.2965376374475719,0.007922058866945338,0.25245552707086527,0.9821830629748145,-0.021755056083561965,-0.031233846456950407,0.1840315059323166,0,6,364,1,earth,0,wall_bonded,single_face_wall_4course_v1,364,7,1,middle,-0.295,0.006,compact_block_clast_4,compact_block_clast,,,,,
-0.10193772329674258,-0.012293453223792113,0.1388417329670628,0.07725927656098942,0.07506227670325741,0.01829345322379211,0.10267632844569785,0.2967667846357318,2.0,0.09627487778520546,5.372631068451247,0.0004460582418707211,0.09393639641214632,0.07470517780090172,4,0.15529197068089892,-0.17372440162861003,0.007712186683977457,0.24847267514303079,0.5218869794979271,-0.010360823783860858,-0.04191694770479627,0.8519211251378636,0,6,44,1,earth,0,wall_bonded,single_face_wall_4course_v1,44,8,1,middle,-0.177,0.006,compact_block_clast_4,course_block_clast,,,,,
0.060562899713895335,0.13461473804274052,0.05410246091402876,0.1756047773547114,0.11956289971389533,0.1286147380427405,0.14761094986507944,0.0,0.0,0.1620329016588109,27.799242551675295,0.010192804079618485,0.22640953570584837,-0.009665829422692535,0,2.240596149723736,-0.059,0.006,0.24884093997247056,0.6164252155213704,0.002152260147358847,0.043568426343607664,0.786204244246768,3,6,147,0,earth,0,wall_bonded,single_face_wall_4course_v1,-1,9,1,middle,-0.059,0.006,skipped,skipped,6,147,2.240596149723736,1,assignment_gate_no_feasible_fallback
