gravity,gravity_m_s2,trial,strategy,target_name,candidate_count,effective_steps_per_rock,effective_hold_steps,rock_count,skipped_slot_count,stable_count,failure_count,success,shape_success,visible_courses,target_rmse_xy_m,target_max_xy_error_m,structure_score,stack_height_m,max_horizontal_drift_m,max_radial_distance_m,wall_x_span_m,wall_y_span_m,wall_aspect_xy,wall_outlier_count,velocity_inf_norm,assignment_gate_used,assignment_probe_steps,moon_gate_strict,candidate_pose_ranker_used,candidate_pose_top_k,stone_fit_ranker_used,stone_fit_top_k,order,xml,state_path,assignment_plan_path,assignment_plan_used,assignment_gate_requested,assignment_fallbacks_requested,assignment_probe_steps_requested,moon_gate_strict_requested,candidate_pose_ranker_dir,candidate_pose_top_k_requested,stone_fit_ranker_dir,stone_fit_top_k_requested,role_screening_path
earth,9.80665,0,wall_bonded,single_face_wall_4course_v1,6,520,1600,14,10,13,1,0,0,4,0.1131764332570481,0.2096827990973216,1.6308404357767063,0.22466712558555704,0.09013607610089114,0.40453040183967803,0.7773045987369909,0.34801228955380537,2.233555026845722,1.0,0.03974341808860602,1,0,1,1,3,0,0,379 036 000 290 264 364 044 412 248 415 283 068 071 376,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_closed_loop_wall4_neural_presim_top3_v1\mjcf\single_face_wall_4course_v1_wall_bonded_earth_trial_00.xml,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_closed_loop_wall4_neural_presim_top3_v1\states\single_face_wall_4course_v1_wall_bonded_earth_trial_00.npz,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_targeted_rock_catalog_wall_statics_v1\assignment_plan_single_face_wall_4course_v1.csv,1,1,5,0,1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_presim_v1,3,,0,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_targeted_rock_catalog_wall_statics_v1\role_screening.csv
moon,1.624,0,wall_bonded,single_face_wall_4course_v1,6,1248,3840,14,10,13,1,0,0,4,0.0772593023328249,0.2282148234086399,2.3717749399906074,0.3489437146794707,0.0007943693750523681,0.37270429546534906,0.7380049417729262,0.08933342822342931,8.261240573093454,0.0,0.013686570126084032,1,0,1,1,3,0,0,379 193 062 290 229 364 211 412 352 415 008 039 148 071,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_closed_loop_wall4_neural_presim_top3_v1\mjcf\single_face_wall_4course_v1_wall_bonded_moon_trial_00.xml,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_closed_loop_wall4_neural_presim_top3_v1\states\single_face_wall_4course_v1_wall_bonded_moon_trial_00.npz,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_targeted_rock_catalog_wall_statics_v1\assignment_plan_single_face_wall_4course_v1.csv,1,1,5,0,1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_presim_v1,3,,0,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_targeted_rock_catalog_wall_statics_v1\role_screening.csv
