settled_x,settled_y,settled_z,target_error_xy_m,target_x_error_m,target_y_error_m,radial_distance_m,support_overlap,support_contact_count,support_balance_error_m,bearing_pressure_proxy,placed_disturbance_xy_m,velocity_inf_norm_after_place,height_gain_m,candidate_id,candidate_score,placed_x,placed_y,placed_z,quat_w,quat_x,quat_y,quat_z,slot_candidate_count,stone_fit_prob,stone_fit_rank,stone_fit_top_k,stone_pool_size,stone_selection_score,gravity,trial,strategy,target_name,rock_index,slot_id,course,role,target_x,target_y,cluster_label,source_kind,best_rejected_rock_index,best_rejected_score,placement_skipped,skip_reason
-0.34429645891626054,0.025131471581261534,0.0660145829036218,0.026939739668444745,0.009703541083739442,0.025131471581261534,0.34521245992303934,1.0,1.0,0.0,5.508781949180639,0.0,19.46079139523039,0.1380507532983799,6,104.32256757787943,-0.35888013127897694,0.012692642351416311,0.0760361703947581,0.9237298680680254,0.016628933588845225,0.006887929820301198,0.3826214393228859,8,,4,0,8,104.32256757787943,earth,0,statics_wall,single_face_wall_4course_v1,62,0,0,base,-0.354,0.0,multi_facet_clast_7,bearing_block_clast,,,,
-0.05117140286309783,-0.14426874420732527,0.052622577119166285,0.2344676542185594,0.18482859713690217,0.14426874420732527,0.15307508950229656,1.0,1.0,0.0,2.480721131847841,0.23270695445665887,2.4517001836292516,0.109244080861162,6,17.269662701951084,-0.2419416153755628,-0.006304704797101616,0.06062150374199571,0.9237298680680254,0.016628933588845225,0.006887929820301198,0.3826214393228859,8,,3,0,8,18.17041967090981,earth,0,statics_wall,single_face_wall_4course_v1,-1,1,0,base,-0.236,0.0,skipped,skipped,36,18.17041967090981,1,no_feasible_pose
-0.115477667241439,-0.0005941932195173673,0.05916094510747412,0.002591375720930936,0.002522332758560994,0.0005941932195173673,0.11547919594934247,1.0,1.0,0.0,3.873773899136346,0.0,2.4517001836292516,0.11950698715987881,4,12.136631487913778,-0.1319555938873863,0.0019172600508073213,0.0643460420524047,0.9991281651166032,0.011990113512372953,0.00047986049339428585,0.03998645498912335,8,,5,0,8,12.136631487913778,earth,0,statics_wall,single_face_wall_4course_v1,12,2,0,base,-0.118,0.0,multi_facet_clast_10,bearing_block_clast,,,,
0.055262455279276444,-0.021428961643087018,0.04524076546938772,0.059271741669997546,0.055262455279276444,0.021428961643087018,0.059271741669997546,1.0,1.0,0.0,1.7600983817531302,0.049052672507282756,0.14879830516503684,0.09131579526269618,3,0.576191381924541,-0.003024132691719383,-0.007084103340170375,0.05007502979330847,6.123123777855497e-17,-0.0059999640000648,7.347836707678707e-19,0.999982000054,8,,6,0,8,0.576191381924541,earth,0,statics_wall,single_face_wall_4course_v1,122,3,0,base,0.0,0.0,multi_facet_clast_10,bearing_block_clast,,,,
0.8975734008697227,0.07808393488199529,0.07169293962132584,0.7834741784068197,0.7795734008697227,0.07808393488199529,0.9009634347938298,1.0,1.0,0.0,2.7619274985798556,0.028440652720949693,4.2894103279812335,0.13653875431837054,0,33.71613826548833,0.118,0.0,0.0688458146970447,1.0,0.0,0.0,0.0,8,,5,0,8,36.78350915752243,earth,0,statics_wall,single_face_wall_4course_v1,-1,4,0,base,0.118,0.0,skipped,skipped,76,36.78350915752243,1,no_feasible_pose
0.23622320977899208,0.005396277553777881,0.043752970519446197,0.005400891967336941,0.00022320977899209504,0.005396277553777881,0.23628483795988076,1.0,1.0,0.0,1.7417184584786523,9.085614205428527e-17,4.28941032798123,0.08980311390553714,2,21.98232150404739,0.23376728974603772,-0.005535817384503667,0.05005014338609094,0.70709405330267,0.004242615231320983,-0.004242615231320983,-0.70709405330267,8,,7,0,8,21.98232150404739,earth,0,statics_wall,single_face_wall_4course_v1,14,5,0,base,0.236,0.0,multi_facet_clast_5,bearing_block_clast,,,,
0.35373426046389905,0.004933015872462233,0.05292056991405042,0.004940168326991648,0.0002657395361009285,0.004933015872462233,0.35376865558093123,1.0,1.0,0.0,2.1790387233735724,0.00020347389163042997,0.03120636957020704,0.11009529644440287,1,-0.9979903335926757,0.35152283165833614,0.008197091138392459,0.061174726530352455,0.7071067811865476,0.0,0.0,0.7071067811865476,8,,6,0,8,-0.9979903335926757,earth,0,statics_wall,single_face_wall_4course_v1,55,6,0,base,0.354,0.0,multi_facet_clast_2,course_block_clast,,,,
-0.22554571511182278,0.0007415394719667259,0.15562881479186644,0.06965306236234675,0.0694542848881772,0.005258460528033275,0.22554693410927137,0.5769442758496676,2.0,0.03596823407635445,3.2484906614085656,0.0002942700607089301,0.028833555937002986,0.08378762822896058,0,-3.301599208146257,-0.2778661109316183,0.007113781143001454,0.21826032003385396,1.0,0.0,0.0,0.0,8,,1,0,8,-3.301599208146257,earth,0,statics_wall,single_face_wall_4course_v1,136,7,1,middle,-0.295,0.006,multi_facet_clast_2,compact_block_clast,,,,
-0.04024573700539801,-0.03611671170138636,0.12244713268072266,0.14309278756015084,0.13675426299460197,0.04211671170138636,0.05407528281228607,0.2789916164596026,2.0,0.13148712646669874,6.794848891472483,0.18515244953606963,1.7786395068534904,0.04924219407938746,2,11.903374939854384,-0.13239727057140516,-0.004038534570359114,0.21689656799542462,0.70709405330267,0.004242615231320983,-0.004242615231320983,-0.70709405330267,8,,4,0,8,11.903374939854384,earth,0,statics_wall,single_face_wall_4course_v1,76,8,1,middle,-0.177,0.006,multi_facet_clast_2,compact_block_clast,,,,
-0.05369113427277544,0.16853458056739887,0.04613642123083782,0.16262125917459244,0.005308865727224554,0.16253458056739886,0.1768803062710099,0.0,0.0,0.1801008332854556,20.51498237182442,0.01795978939060089,0.03372872951678629,-0.01788334167680075,4,14.60966100017003,-0.09058938248806031,0.014933874254014571,0.18899421141211908,0.9991281651166032,0.011990113512372953,0.00047986049339428585,0.03998645498912335,8,,1,0,8,23.352472225276617,earth,0,statics_wall,single_face_wall_4course_v1,-1,9,1,middle,-0.059,0.006,skipped,skipped,124,23.352472225276617,1,no_feasible_pose
