index,source_kind,seed,volume,surface_area,bbox_x,bbox_y,bbox_z,elongation,flatness,sphericity,roughness,angularity,spike_score,compactness,stability_score,mass,major_face_count,largest_face_area_ratio,top3_face_area_ratio,face_area_entropy,normal_concentration,support_face_count,support_face_area_ratio,opposing_face_pair_count,opposing_face_area_ratio,face_planarity,support_plane_quality,cluster_id,cluster_label
0,bearing_block_clast,740488351,0.0030005017026764886,0.11173673483863554,0.23420080610431168,0.20660004546511476,0.14015932350163976,1.1335951334234213,1.4740371193550865,0.9003625031216969,0.1450554668352757,0.23125532169569066,0.1400000078707122,0.44243867861393804,2.217645956272654,7.80130442695887,9.0,0.07208332370673852,0.19612740705345,0.994834423943634,0.05157938456760914,1.0,0.07208332370673852,2.0,0.056003057776476954,1.0000000000000002,0.12013887284456422,8,multi_facet_clast_9
1,buttress_clast,285204774,0.0019030977340279592,0.08189397799518604,0.17733012433507622,0.18710951631534362,0.126098319096282,1.0551479452063577,1.4062846008254586,0.906858549690799,0.10953971157391815,0.2322858807376265,0.15000177606440301,0.4548554472067093,1.8923407935583787,4.948054108472694,8.0,0.07384909081709448,0.20229781735120253,0.9947352684624501,0.05165956996047006,1.0,0.07384909081709448,3.0,0.05935813186389675,1.0000000000000002,0.147698181634189,8,multi_facet_clast_9
2,bearing_block_clast,1889186176,0.0008108602882290293,0.045468602584902956,0.14213836067883118,0.11901332375553979,0.10801645554153866,1.1943062859986293,1.1018073418431342,0.9248469566929973,0.09660257753624134,0.23224979222693704,0.14000659108098845,0.443761093203109,1.3409016149704318,2.108236749395476,10.0,0.06362729502253786,0.18442248040226067,0.9954140602444396,0.051366279968415494,1.0,0.06362729502253786,2.0,0.056509379098575,1.0,0.10604549170422976,9,multi_facet_clast_10
3,course_block_clast,1238562181,0.0010664776801094945,0.05431543188908489,0.14457803221180665,0.1302900009015676,0.11446210785050898,1.1096632988822641,1.1382806358216846,0.9293844485168393,0.08121900088426202,0.23187156159764397,0.13000000389516142,0.4946256509894117,1.3362426182414924,2.7728419682846854,10.0,0.05959981715521529,0.17169420294893226,0.9987554972217133,0.05037453753506288,1.0,0.05959981715521529,2.0,0.05157400321475196,0.9999999999999998,0.09933302859202545,4,multi_facet_clast_5
4,compact_block_clast,1931504640,0.0011036366988607007,0.05514369083740768,0.12854726584999154,0.1373960709063316,0.12609457184609038,1.068836976016792,1.0194512259171227,0.9365674274345387,0.03938812566229738,0.2321889702211369,0.10277530820195557,0.495555824414283,1.0403594684244777,2.869455417037822,11.0,0.052921743261031724,0.15826141940037883,0.9996846757615713,0.05009386878429276,1.0,0.052921743261031724,3.0,0.05115485362767549,1.0,0.10584348652206345,4,multi_facet_clast_5
5,wall_block_clast,493140559,0.0015228186354660912,0.06964240212417713,0.18099913673560647,0.13904969245197712,0.13202057916546328,1.301686710296876,1.0532425575690298,0.9191276628844135,0.10622622228439792,0.23309468595691324,0.13000000341267604,0.4583107172764498,1.3272083523074947,3.959328452211837,11.0,0.0686434836625461,0.19048557447640663,0.9943305367587291,0.051651925949367926,1.0,0.0686434836625461,3.0,0.05446541900147449,1.0,0.1372869673250922,7,multi_facet_clast_8
6,tie_bridge_clast,1747839087,0.0011613405350818394,0.05840693906982268,0.1661066078368968,0.11100459586527076,0.12616199819876683,1.3166136412582627,1.1365475205359337,0.9147998138542899,0.09751560539854238,0.23412624845343571,0.1300000004766384,0.4992328522233699,1.5558209518603237,3.019485391212782,9.0,0.07753774091591596,0.21148337208165663,0.9900296985441966,0.05297567817047259,1.0,0.07753774091591596,2.0,0.06465309332507602,1.0,0.12922956819319326,0,multi_facet_clast
7,course_block_clast,1488631938,0.0003968736180161525,0.028093647511661487,0.09988613864718601,0.09392340054244824,0.09726339860883403,1.0269653340913976,1.035560872446013,0.9296314669300276,0.07801558977597942,0.23132752316771477,0.13000000463554717,0.4349343984544998,1.023806458845297,1.0318714068419965,8.0,0.06436560363486112,0.1835427146605405,0.9973015576506304,0.05082190773201176,1.0,0.06436560363486112,0.0,0.0,0.9999999999999999,0.0643656036348611,6,multi_facet_clast_7
8,interlock_block_clast,1891684342,0.0005759816021862722,0.03634711729663777,0.12904363097581262,0.10081438982488405,0.09839874944407684,1.280012022092909,1.0245495028590796,0.9210571106222032,0.1011798434193548,0.23245931435006847,0.15000007682259553,0.4499455200961756,1.2375606792599552,1.4975521656843078,11.0,0.06746511675097795,0.19151353427648835,0.9932512229275853,0.05194276257635469,1.0,0.06746511675097795,2.0,0.05266298858203315,1.0,0.11244186125162992,5,multi_facet_clast_6
9,cap_block_clast,1128893330,0.0014278375574521983,0.06593406413286228,0.16486242229794423,0.13822650510951884,0.13299624816120306,1.1926976101097353,1.0393263495822547,0.9300225506000763,0.06765867284169107,0.23262677822411099,0.13000000092777153,0.4711144309809747,1.1981955546632896,3.7123776493757155,11.0,0.05988662721628863,0.17645848379736245,0.9973186160846653,0.05078163702370132,1.0,0.05988662721628863,5.0,0.05386509697706317,0.9999999999999998,0.11977325443257723,7,multi_facet_clast_8
