gravity,trial,strategy,target_name,rock_index,slot_id,course,role,cluster_label,source_kind,failure_reason,target_error_xy_m,horizontal_drift_m,final_x,final_y,final_z,volume,roughness,angularity,spike_score,flatness,elongation,stability_score
moon,0,statics_wall,single_face_wall_4course_v1,26,3,0,base,multi_facet_clast_9,bearing_block_clast,unstable_structure,0.1910377569247228,0.00022628413699205948,0.18958230324496417,0.023536670689881377,0.04254259804446081,0.0007719006652581241,0.11280121830602093,0.23192202962839834,0.14000093040351924,1.3773917336040546,1.0857826220404896,1.8685559452994291
moon,0,statics_wall,single_face_wall_4course_v1,135,9,1,middle,multi_facet_clast_6,course_block_clast,unstable_structure,0.1960681891680001,4.786563027685012e-05,0.10822040508424038,0.1083722175547703,0.051545728503251224,0.0007055837143937381,0.06953076231642678,0.23220093695472335,0.13000000391709654,1.0259552949995565,1.2109177255564205,1.1855125956045895
moon,1,statics_wall,single_face_wall_4course_v1,135,9,1,middle,multi_facet_clast_6,course_block_clast,unstable_structure,0.184273033082854,0.00015203755172489837,-0.036384945684754894,-0.17688004275992808,0.05113786167881867,0.0007055837143937381,0.06953076231642678,0.23220093695472335,0.13000000391709654,1.0259552949995565,1.2109177255564205,1.1855125956045895
moon,1,statics_wall,single_face_wall_4course_v1,129,21,3,cap,multi_facet_clast_4,cap_block_clast,missed_target,0.2776794379507506,0.005398055613615642,-0.2023023474856737,0.1902094384157382,0.04950300152215632,0.000565153110905892,0.06387639009849973,0.23223560431031062,0.13000000041431714,1.0192059071562058,1.2049788635306637,1.1670349204452914
moon,2,statics_wall,single_face_wall_4course_v1,112,3,0,base,multi_facet_clast_4,compact_block_clast,missed_target,0.2826088454951769,0.0,-0.14748582330022825,0.24107196327563812,0.05330453791352085,0.0008921010804182369,0.048651363054379344,0.2320962339008699,0.05943161226416627,1.0147414841655202,1.0914767423750222,1.050834274852601
moon,2,statics_wall,single_face_wall_4course_v1,26,4,0,base,multi_facet_clast_9,bearing_block_clast,missed_target,0.2518979134747465,6.56723119145463e-05,0.3638463024474781,-0.05488309745116432,0.04028438425334561,0.0007719006652581241,0.11280121830602093,0.23192202962839834,0.14000093040351924,1.3773917336040546,1.0857826220404896,1.8685559452994291
moon,2,statics_wall,single_face_wall_4course_v1,4,13,2,middle,multi_facet_clast_5,compact_block_clast,missed_target,0.2740780836555833,0.0,-0.14781932096479233,-0.23720692822459297,0.057324613232117134,0.0011036366988607007,0.03938812566229738,0.2321889702211369,0.10277530820195557,1.0194512259171227,1.068836976016792,1.0403594684244777
moon,2,statics_wall,single_face_wall_4course_v1,129,19,3,cap,multi_facet_clast_4,cap_block_clast,missed_target,0.28887671975564994,4.3273331855357664e-05,-0.02325082721703948,-0.1954163470566123,0.04608891852076927,0.000565153110905892,0.06387639009849973,0.23223560431031062,0.13000000041431714,1.0192059071562058,1.2049788635306637,1.1670349204452914
moon,3,statics_wall,single_face_wall_4course_v1,19,10,1,middle,multi_facet_clast_4,course_block_clast,missed_target,0.3034800239546828,0.0,0.3373093531500408,-0.11501251542192129,0.04235164446674484,0.0004393507682661253,0.044554338659047385,0.23222055209823406,0.07515682787356304,1.0648295309405673,1.0702884328098683,1.135585375955446
moon,3,statics_wall,single_face_wall_4course_v1,79,15,2,middle,multi_facet_clast_5,course_block_clast,missed_target,0.21497079933298927,0.0008027424388359317,0.15543274004743274,0.009200150052367054,0.16087533778285254,0.00148925916600154,0.0591845270908476,0.23170671635584097,0.08329389044300028,1.0045037821859404,1.000281625060089,0.9432681112970533
moon,3,statics_wall,single_face_wall_4course_v1,105,19,3,cap,multi_facet_clast_4,cap_block_clast,missed_target,0.2741045623371203,0.0038492674633494235,0.03753075937851271,-0.017726668266723995,0.15924218257152264,0.0005554268772222073,0.06166503455049394,0.23205192572961295,0.09194363673750838,1.0344782478280181,1.125954833219979,1.1234785064149786
moon,3,statics_wall,single_face_wall_4course_v1,45,20,3,cap,multi_facet_clast_6,cap_block_clast,missed_target+post_hold_drift,0.2844152078073883,0.27713938932401205,-0.04912836370018911,-0.27595055380539907,0.04150067315354853,0.0005489263327788632,0.10447863673270223,0.2319906168390247,0.13000000493552855,1.2284491982656234,1.158004294999454,1.6100460400104093
moon,3,statics_wall,single_face_wall_4course_v1,125,21,3,cap,multi_facet_clast_6,wall_block_clast,post_hold_drift,0.1862955479288008,0.18286504593545683,-0.04349545123550379,0.1811468379517347,0.0452147621957007,0.0005346473153909639,0.09400332532390077,0.23256897773256716,0.13000000126207278,1.1117525897098313,1.2267326666642513,1.3987652042549257
