model_name,metrics_path,output_dir,dataset_dir,created_at,row_count,train_rows,test_rows,epochs,batch_size,hidden,purpose,input_policy,test_accuracy,test_precision,test_recall,test_f1,top1_hit_rate,top3_hit_rate,top1_safe_rate,top3_safe_rate,top1_success_rate,top3_success_rate
20260620_wall_state_critic_mujoco_depth_4course_groups256_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_state_critic_mujoco_depth_4course_groups256_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_state_critic_mujoco_depth_4course_groups256_v1,,2026-06-20T21:34:28,,,,80,96,128,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
20260620_wall_state_critic_mujoco_depth_4course_wallcritic_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_state_critic_mujoco_depth_4course_wallcritic_v2\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_state_critic_mujoco_depth_4course_wallcritic_v2,,2026-06-20T22:56:09,,,,90,128,160,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_stone_slot_net\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_stone_slot_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_learning_dataset,2026-06-21T00:01:06,288,144,144,30,96,112,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7569444444444444,0.275,0.6470588235294118,0.38596491228070173,0.5882352941176471,0.7058823529411765,,,,
20260620_wall_flywheel_starter_v1_pose_ranker_structure,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_pose_ranker_structure\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_pose_ranker_structure,,2026-06-21T00:01:18,893,,,30,96,160,,,,,,,,,,,,
20260620_wall_flywheel_starter_v1_wall_state_critic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_wall_state_critic\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_wall_flywheel_starter_v1_wall_state_critic,,2026-06-21T00:01:27,,,,35,128,160,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
20260621_wall_flywheel_3course_focus_v1_resume_train_pose_ranker_structure,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v1_resume_train_pose_ranker_structure\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v1_resume_train_pose_ranker_structure,,2026-06-21T01:19:22,2751,,,45,96,160,,,,,,,,,,,,
20260621_wall_flywheel_3course_focus_v1_resume_train_wall_state_critic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v1_resume_train_wall_state_critic\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v1_resume_train_wall_state_critic,,2026-06-21T01:19:37,,,,50,128,160,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v2_stone_slot_net_20260621_014556\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v2_stone_slot_net_20260621_014556,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v2_learning_dataset,2026-06-21T01:45:59,1620,1320,300,80,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7166666666666667,0.09411764705882353,0.5,0.15841584158415842,0.1,0.4,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3course_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3course_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_focus_v2_learning_dataset,2026-06-21T09:51:55,8460,7560,900,90,160,128,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.95,0.986159169550173,0.9628378378378378,0.9743589743589743,,,0.4166666666666667,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3course_augmented_v2\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3course_augmented_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_pose_risk_augmented_learning_dataset,2026-06-21T10:58:30,21960,16110,5850,80,192,128,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.8892307692307693,0.9910133843212237,0.8960926694329184,0.9411657889958235,,,0.3333333333333333,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_pose_risk_net\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_flywheel_3course_pose_risk_augmented_learning_dataset,2026-06-21T14:49:40,26472,20832,5640,120,512,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9271276595744681,0.9920167268580118,0.933965640658554,0.9621163240851691,,,0.21153846153846154,0.6153846153846154,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_stone_slot_net_3to4_curriculum_v1\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_stone_slot_net_3to4_curriculum_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_3to4course_curriculum_learning_dataset_v1,2026-06-21T15:02:05,5085,3105,1980,140,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7803030303030303,0.07363420427553444,0.40789473684210525,0.12474849094567404,0.08333333333333333,0.2916666666666667,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3to4_curriculum_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_3to4_curriculum_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_3to4course_curriculum_learning_dataset_v1,2026-06-21T15:02:06,15255,9045,6210,140,512,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9339774557165862,0.9894089511445165,0.9433224755700326,0.9658162414540603,,,0.35714285714285715,1.0,,
20260621_candidate_pose_group_ranker_3to4_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_candidate_pose_group_ranker_3to4_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_candidate_pose_group_ranker_3to4_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_3to4course_curriculum_learning_dataset_v1,2026-06-21T15:09:39,15255,,,220,,96,,,,,,,,,,,,
candidate_pose_group_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_candidate_pose_group_ranker_3to4_v1\candidate_pose_group_ranker_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_candidate_pose_group_ranker_3to4_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_3to4course_curriculum_learning_dataset_v1,2026-06-21T15:09:39,15255,,,220,,96,,,,,,,,,,,,
20260621_support_map_cnn_3to4_structure_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_structure_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_structure_v1,,2026-06-21T15:16:26,15255,,,80,128,192,,,,,,,,,,,,
20260621_support_map_cnn_3to4_selected_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_selected_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_selected_v1,,2026-06-21T15:21:32,15255,,,70,128,192,,,,,,,,,,,,
20260621_pointnet_supportmap_3to4_ablation_v1_pointnet_encoder,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_supportmap_3to4_ablation_v1_pointnet_encoder\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_supportmap_3to4_ablation_v1_pointnet_encoder,,2026-06-21T15:25:18,,,,70,128,,,,,,,,,,,,,
20260621_pointnet_supportmap_3to4_ablation_v1_support_map_pointnet_structure_aware,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_supportmap_3to4_ablation_v1_support_map_pointnet_structure_aware\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_supportmap_3to4_ablation_v1_support_map_pointnet_structure_aware,,2026-06-21T15:28:52,15255,,,80,128,192,,,,,,,,,,,,
20260621_wall_state_critic_3to4_structure_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_state_critic_3to4_structure_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_state_critic_3to4_structure_v1,,2026-06-21T15:34:56,,,,90,160,192,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_stone_slot_net_3to4_rolebalanced_v1\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_stone_slot_net_3to4_rolebalanced_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_3to4course_curriculum_learning_dataset_v1,2026-06-21T15:38:59,5085,3510,1575,180,128,160,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.7917460317460318,0.09407665505226481,0.28421052631578947,0.14136125654450263,0.1,0.3,,,,
20260621_support_map_cnn_3to4_roleweighted_structure_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_roleweighted_structure_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_roleweighted_structure_v1,,2026-06-21T15:49:28,15255,,,90,128,192,,,,,,,,,,,,
20260621_pointnet_role_affordance_3to4_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_role_affordance_3to4_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pointnet_role_affordance_3to4_v1,,2026-06-21T15:53:07,,,,100,96,128,Predict base/middle/cap role affordance from rock point-cloud geometry only.,,,,,,,,,,,
20260621_support_map_cnn_3to4_roleweighted_structure_sameholdout_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_roleweighted_structure_sameholdout_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_3to4_roleweighted_structure_sameholdout_v1,,2026-06-21T15:57:23,15255,,,90,128,192,,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_4to5_flywheel_dataset_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_4to5_flywheel_dataset_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_learning_dataset,2026-06-21T16:14:08,20274,18687,1587,150,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9357277882797732,0.9827700463883366,0.9512508017960231,0.9667535853976532,,,0.39285714285714285,1.0,,
20260621_support_map_cnn_4to5_flywheel_structure_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_flywheel_structure_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_flywheel_structure_v1,,2026-06-21T16:23:45,19467,,,90,128,224,,,,,,,,,,,,
20260621_support_map_cnn_4to5_holdout_newcollect_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_holdout_newcollect_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_holdout_newcollect_v1,,2026-06-21T16:29:47,19467,,,90,128,224,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_stone_slot_net\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_stone_slot_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_learning_dataset,2026-06-21T16:37:19,6777,5865,912,80,128,128,StoneSlotNet V1: score whether a stone geometry fits a target wall slot before pose search.,No candidate_rank or primary-assignment fields are used as input.,0.6425438596491229,0.10185185185185185,0.4852941176470588,0.1683673469387755,0.28205128205128205,0.38461538461538464,,,,
20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_pose_ranker_structure,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_pose_ranker_structure\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_pose_ranker_structure,,2026-06-21T16:37:42,1536,,,60,128,192,,,,,,,,,,,,
20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_wall_state_critic,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_wall_state_critic\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_local_primary_4to5_scheduler_v1_local_4to5_flywheel_wall_state_critic,,2026-06-21T16:37:56,,,,60,160,192,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
20260621_support_map_cnn_4to5_roleweighted_holdout_newcollect_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_roleweighted_holdout_newcollect_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_roleweighted_holdout_newcollect_v1,,2026-06-21T16:47:52,19467,,,100,128,224,,,,,,,,,,,,
20260621_support_map_cnn_4to5_regularized_holdout_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_regularized_holdout_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_4to5_regularized_holdout_v1,,2026-06-21T16:54:18,19467,,,90,128,192,,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_strict_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_strict_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v1,2026-06-21T17:13:44,9279,7605,1674,180,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9647550776583035,0.9938461538461538,0.9705528846153846,0.9820614168440256,,,0.3,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_moderate_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_moderate_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v1,2026-06-21T17:15:40,9279,7605,1674,160,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9528076463560334,0.9919003115264797,0.9601930036188179,0.9757891510879558,,,0.4375,1.0,,
20260621_support_map_cnn_negative_mining_riskadjusted_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_negative_mining_riskadjusted_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_negative_mining_riskadjusted_v1,,2026-06-21T17:18:07,9279,,,90,128,192,,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_no_velocity_bias_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_negative_mining_no_velocity_bias_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v1,2026-06-21T17:18:47,9279,7119,2160,180,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.9032407407407408,0.9943762781186094,0.9076061595893608,0.9490119541351549,,,0.4117647058823529,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v1\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v1,2026-06-21T17:21:25,9279,7605,1674,180,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7060931899641577,0.8898809523809523,0.7018779342723005,0.7847769028871391,,,0.6761904761904762,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v2\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v2,2026-06-21T17:25:12,10575,6804,3771,180,512,224,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7048528241845664,0.7288495575221239,0.8557772236076475,0.7872299751481552,,,0.7044476327116213,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v3_smoke_afterpatch\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v3_smoke_afterpatch,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v4,2026-06-21T18:12:57,13657,10687,2970,1,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.6447811447811448,0.768762677484787,0.6145945945945946,0.6830880144187443,,,0.662962962962963,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v3_controlled_afterpatch\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v3_controlled_afterpatch,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v4,2026-06-21T18:13:20,13657,11327,2330,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.6690987124463519,0.6730641958967571,0.785935085007728,0.7251336898395722,,,0.7596153846153846,0.9980769230769231,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v4_highwall\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v4_highwall,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v5,2026-06-21T18:15:16,16836,12687,4149,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7642805495300072,0.8705501618122977,0.7966436327739388,0.831958762886598,,,0.7453874538745388,1.0,,
20260621_support_map_cnn_negative_mining_v4_highwall_foreground,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_negative_mining_v4_highwall_foreground\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_negative_mining_v4_highwall_foreground,,2026-06-21T18:27:55,16836,,,90,128,192,,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v5_after_mlpfix\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v5_after_mlpfix,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v6_after_mlpfix,2026-06-21T19:48:26,17796,14578,3218,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7343070229956494,0.7680467091295117,0.7758713136729223,0.7719391837823419,,,0.7724358974358975,0.9935897435897436,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v6_poseriskv5_nearmiss\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v6_poseriskv5_nearmiss,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v7_poseriskv5_nearmiss,2026-06-21T19:53:49,18180,11884,6296,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7353875476493011,0.784655212991292,0.816156670746634,0.8000959923206143,,,0.7043158861340679,0.9935720844811754,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v7_weight_sweep\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v7_weight_sweep,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v10_weight_sweep,2026-06-21T20:20:33,20100,13296,6804,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7035567313345091,0.8481848184818482,0.701890756302521,0.768134268306702,,,0.716374269005848,1.0,,
20260621_wall_state_critic_v10_closedloop_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_state_critic_v10_closedloop_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_wall_state_critic_v10_closedloop_holdout,,2026-06-21T20:27:12,,,,80,128,160,WallStateCritic V1 predicts post-placement local structure risk from current wall depth and stone geometry.,,,,,,,,,,,
20260621_support_map_cnn_v10_structure_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v10_structure_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v10_structure_holdout,,2026-06-21T20:37:22,20100,,,90,128,192,,,,,,,,,,,,
20260621_support_map_cnn_v10_riskadjusted_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v10_riskadjusted_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v10_riskadjusted_holdout,,2026-06-21T20:58:04,20100,,,90,128,192,,,,,,,,,,,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v8_neural_failures\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v8_neural_failures,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v11_neural_failures,2026-06-21T21:15:19,22404,16719,5685,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7831134564643799,0.9566433566433566,0.7967384973791497,0.8693994280266921,,,0.725752508361204,1.0,,
pose_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v8b_relaxed_neural_failures\pose_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_pose_risk_net_candidate_metric_negative_mining_v8b_relaxed_neural_failures,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_negative_mining_wall_dataset_v11_neural_failures,2026-06-21T21:15:56,22404,16719,5685,90,1024,192,PoseRiskNet V1: pre-simulation candidate pose risk penalty for wall stacking.,"Inputs use geometry, target, gravity, and candidate pose only; post-simulation fields are labels only.",0.7664028144239226,0.9518975102731448,0.7771857114663508,0.8557149065623642,,,0.7047353760445683,1.0,,
20260621_support_map_cnn_v12_interlock_holdout_candidates5,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v12_interlock_holdout_candidates5\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v12_interlock_holdout_candidates5,,2026-06-21T21:59:02,23940,,,90,128,192,,,,,,,,,,,,
20260621_support_map_cnn_v14_course3net_riskadjusted_holdout,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v14_course3net_riskadjusted_holdout\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260621_support_map_cnn_v14_course3net_riskadjusted_holdout,,2026-06-21T23:41:52,27404,,,70,128,192,,,,,,,,,,,,
