index,source_kind,seed,volume,surface_area,bbox_x,bbox_y,bbox_z,elongation,flatness,sphericity,roughness,angularity,spike_score,compactness,stability_score,mass,cluster_id,cluster_label
256,compact_block_clast,58674796,0.00044684130484806954,0.03016611675423109,0.09861559991318998,0.09514086435633157,0.09681504634515294,1.018597869195021,1.0175968759601663,0.9369870554649798,0.04052657116050834,0.2320857638859354,0.06648664792553416,0.4919236924867906,0.9882979271832473,1.1617873926049809,5,compact_block_clast_4
257,wall_block_clast,1697491412,0.000460939699480249,0.031536299906750914,0.1251470535370926,0.08806976706849722,0.08437801447346696,1.420999029550721,1.043752541678865,0.9150316799306348,0.12524158216460826,0.23286530143748602,0.13000000039298554,0.4956411271663483,1.4165274790974487,1.1984432186486473,3,angular_clast
258,tie_bridge_clast,46923381,0.0005188878353423584,0.03385097326479886,0.12142738275672077,0.09754035201158494,0.10014321946999247,1.2125372381612518,1.0266850324478876,0.9224906172112254,0.0930292948669142,0.2324169307829665,0.13000049328166297,0.4374727308350517,1.1790480491609712,1.349108371890132,9,compact_block_clast_6
259,equant_clast,925456837,0.0018699676809576114,0.07857837860975106,0.15940150675880585,0.1687016300609694,0.14181813487356523,1.0583440112409714,1.1239853556170138,0.9341224181501966,0.057656871319629245,0.2320752734733001,0.15000000269911484,0.49033244357729056,1.2489698574189907,4.86191597048979,0,compact_block_clast
260,course_block_clast,1823974727,0.0009221068139405848,0.04901613753525966,0.125118192190332,0.12026976380347906,0.1278926048775489,1.0221743348321115,1.0403129451120838,0.9346862618440017,0.052153220790479696,0.23194059791887645,0.052709141184536845,0.4791360844467415,1.033995948428557,2.3974777162455205,5,compact_block_clast_4
261,chock_clast,1780421278,0.00017876223617850203,0.016551205035414324,0.07954844284303739,0.06639110759480706,0.07566367154780312,1.051342622103395,1.139665751768861,0.9271963035721272,0.0761279534235185,0.23187273580099205,0.14000000218223718,0.4473493086720401,1.266108597254742,0.4647818140641053,2,compact_block_clast_3
262,interlock_block_clast,1282383576,0.0012668468310426764,0.06338154550120954,0.17769799298044023,0.13727843632781433,0.1267966749916757,1.2944348561496282,1.0826659006383783,0.8933137921022929,0.16394139718832237,0.23095360499142403,0.15000002784569144,0.40957307421075984,1.3554177083490462,3.2938017607109584,6,compact_block_clast_5
263,cap_block_clast,401161423,0.0012133711126931805,0.0593939289364948,0.15751045087059673,0.1271258755018061,0.13009405369321722,1.2107428925385921,1.023348340215513,0.9262705089452761,0.08379787399332875,0.2320187812952159,0.13000262980901378,0.46579290961678377,1.1744559820016807,3.154764893002269,4,angular_clast_2
264,bearing_block_clast,449532402,0.0014698072369168206,0.06775764888420176,0.17191917319974423,0.1446488472759292,0.13096604201876427,1.188527779082779,1.1044759774843353,0.922640931259785,0.10562057045608067,0.23134922986100293,0.12727352835553885,0.45129693890956457,1.3376872968141937,3.8214988159837335,6,compact_block_clast_5
265,buttress_clast,1615441053,0.0006305792592703675,0.03873791515188026,0.1333838472659726,0.11389600608645542,0.09538949090141254,1.171102059230457,1.1940100005793075,0.9179964511043603,0.11340281016309153,0.2316759844246888,0.15000061566714407,0.4351384054835763,1.5326806534720159,1.6395060741029555,8,angular_clast_3
